LoanID,CustomerID,Amount,InterestRate,LoanDate,TermMonths
46000,169776,44828.95,9.35,2021-12-21,48
46001,139769,34871.01,6.26,2022-02-26,24
46002,161949,18002.03,7.31,2023-10-05,12
46003,177828,14938.13,19.19,2021-02-09,12
46004,128604,6729.4,17.42,2023-06-07,36
46005,116771,15057.33,19.26,2021-06-06,48
46006,161182,15955.08,6.04,2024-01-30,6
46007,176759,35972.42,11.97,2024-05-02,48
46008,132714,36593.17,6.96,2024-11-27,6
46009,130429,26531.0,6.24,2020-01-13,36
46010,138759,38837.25,7.26,2023-11-17,36
46011,166095,17765.35,5.57,2023-07-23,12
46012,101839,24066.39,18.15,2024-10-21,12
46013,167307,3367.88,9.07,2024-09-18,6
46014,124940,27293.21,8.55,2021-12-25,36
46015,190528,19994.77,9.09,2022-05-02,24
46016,107676,4259.29,18.93,2023-09-16,36
46017,183988,5550.71,19.91,2020-12-10,6
46018,116900,33214.48,12.17,2024-02-29,6
46019,161375,37427.23,10.68,2021-02-28,36
46020,142180,5820.47,8.45,2022-10-27,12
46021,166196,38968.9,10.59,2021-02-22,48
46022,190441,43314.49,14.37,2024-06-13,24
46023,165913,28740.45,7.21,2024-09-13,60
46024,111474,24947.71,6.04,2024-11-09,12
46025,100159,23543.1,5.01,2024-10-31,12
46026,194865,15536.21,5.7,2021-06-28,12
46027,115929,44959.4,16.46,2022-07-30,24
46028,136942,43568.73,7.42,2024-10-23,12
46029,102199,26065.56,15.91,2024-08-24,60
46030,192676,12879.29,6.12,2020-12-21,48
46031,112980,45602.66,14.6,2021-02-02,60
46032,142997,36837.07,13.39,2021-06-22,60
46033,143359,41318.73,19.8,2022-07-24,48
46034,191336,41558.08,11.38,2024-11-24,6
46035,146006,10255.96,8.53,2023-02-14,12
46036,106276,3648.6,17.16,2023-12-04,6
46037,118372,25756.4,19.2,2020-03-13,24
46038,188697,23838.03,5.79,2021-10-18,36
46039,108168,16748.49,14.99,2022-03-22,48
46040,199169,36445.19,8.95,2022-04-01,60
46041,124966,30729.6,17.18,2024-12-21,36
46042,104915,19876.86,7.16,2023-02-24,36
46043,139009,24921.39,17.48,2022-09-07,6
46044,148921,27428.18,7.43,2021-07-16,60
46045,164267,47097.42,13.65,2021-08-26,60
46046,181733,26372.58,6.16,2024-06-12,60
46047,129011,33070.75,17.42,2024-08-15,24
46048,183474,45591.26,9.32,2023-01-31,24
46049,104047,36121.48,13.66,2020-01-03,24
46050,116515,27675.4,15.44,2023-05-10,60
46051,169215,20680.54,10.51,2023-08-07,60
46052,122737,6499.51,18.17,2020-06-18,48
46053,184996,39514.08,15.1,2020-01-17,12
46054,129048,39572.24,13.24,2020-08-28,48
46055,112927,48624.81,7.34,2020-02-07,36
46056,164565,26057.32,9.69,2021-12-14,48
46057,134289,35392.25,8.26,2024-05-07,12
46058,152421,48917.92,12.19,2023-11-05,48
46059,149592,30999.25,5.86,2024-03-07,6
46060,175469,41403.4,5.16,2021-01-16,48
46061,199507,21125.5,8.23,2022-01-02,48
46062,196017,10134.09,6.75,2022-11-02,6
46063,185311,42306.77,12.55,2021-01-28,60
46064,114836,22089.34,5.95,2023-09-07,6
46065,185641,37449.67,17.48,2024-03-21,36
46066,145078,26770.57,12.66,2022-12-09,60
46067,139543,23396.45,11.47,2022-08-16,48
46068,189080,3524.37,19.18,2021-08-27,36
46069,115953,38681.3,6.85,2020-03-09,48
46070,157027,16741.52,17.9,2020-12-12,60
46071,174931,20155.51,8.01,2023-10-30,24
46072,151039,18127.77,8.11,2022-07-26,6
46073,169806,35013.65,14.82,2022-05-02,48
46074,173925,35948.63,12.14,2020-01-03,60
46075,177253,40951.24,17.6,2021-03-31,36
46076,133512,34154.39,12.37,2022-02-21,36
46077,121930,45469.81,13.73,2020-01-19,36
46078,149604,12825.35,11.42,2021-10-25,6
46079,103262,25257.64,14.22,2023-10-02,36
46080,111213,48480.63,11.61,2024-03-31,24
46081,124129,13218.39,5.28,2021-10-26,24
46082,195989,36547.92,19.21,2021-09-18,36
46083,166034,16388.72,19.01,2022-10-30,48
46084,160606,23366.8,13.1,2022-06-05,48
46085,116524,27359.67,16.31,2024-02-24,36
46086,118098,40177.03,16.56,2021-11-13,48
46087,176548,31370.01,9.23,2023-08-17,60
46088,159811,1049.45,13.83,2023-01-14,6
46089,149827,17489.87,11.7,2022-11-15,60
46090,136273,17947.36,12.2,2021-07-08,24
46091,162903,25022.5,17.24,2024-07-01,48
46092,169138,45443.77,7.84,2024-04-06,6
46093,123059,45742.18,7.57,2020-11-20,60
46094,141877,23532.32,19.33,2023-05-13,36
46095,142782,36557.19,11.48,2021-04-15,12
46096,122888,18332.64,16.14,2023-05-27,12
46097,128398,15087.43,18.46,2024-08-06,36
46098,110795,23668.99,7.94,2020-09-17,60
46099,186723,42470.27,17.2,2021-12-30,48
46100,183650,26533.6,9.27,2020-05-04,24
46101,177156,24146.45,10.75,2020-07-31,6
46102,171512,8726.25,17.95,2023-01-07,6
46103,129232,37393.78,14.56,2022-01-15,60
46104,113284,18748.06,17.37,2024-01-27,12
46105,162630,38011.04,15.21,2020-04-23,24
46106,199928,48554.62,19.49,2021-06-17,60
46107,134574,5451.85,19.63,2020-06-26,6
46108,161702,43248.12,12.51,2023-05-20,6
46109,191566,9183.43,9.7,2020-02-22,36
46110,165139,43576.52,6.18,2021-05-25,36
46111,163683,36635.82,8.77,2021-06-27,60
46112,174081,21672.98,14.02,2022-09-22,6
46113,133708,23348.67,17.59,2020-11-10,24
46114,107787,15259.3,11.14,2023-12-05,48
46115,169481,35258.83,17.88,2024-11-08,6
46116,188978,44947.08,10.18,2023-04-24,60
46117,128718,29558.86,18.37,2021-09-19,6
46118,154000,15399.37,19.25,2023-06-13,12
46119,108421,36142.1,17.14,2023-02-12,36
46120,177210,13435.35,16.0,2024-12-27,48
46121,130596,14022.32,5.44,2024-04-20,24
46122,154004,32256.28,7.26,2022-07-12,24
46123,155611,5647.75,19.13,2022-02-27,12
46124,186777,20401.8,13.93,2022-11-19,48
46125,162540,19048.16,19.82,2021-02-22,6
46126,173274,3592.76,14.36,2023-10-16,12
46127,169308,45983.25,18.34,2022-02-04,6
46128,156887,46947.1,7.1,2021-06-13,24
46129,112365,20468.08,5.22,2023-06-18,24
46130,176334,19102.3,18.11,2020-06-12,60
46131,139855,6958.65,5.24,2021-06-25,36
46132,164137,28564.12,16.78,2022-05-15,48
46133,115775,18034.55,9.9,2024-01-24,60
46134,167520,42300.14,17.31,2020-09-14,24
46135,199356,36922.29,13.48,2021-04-24,60
46136,138022,7037.12,6.77,2022-01-21,48
46137,165886,11513.82,13.92,2021-06-14,12
46138,166448,6787.28,18.34,2023-12-18,60
46139,137213,7648.52,19.69,2021-09-29,60
46140,158648,4278.51,7.18,2024-11-02,48
46141,110715,18938.3,15.42,2024-07-14,6
46142,133059,30687.43,13.85,2024-03-09,60
46143,191324,48191.93,16.47,2024-10-14,24
46144,156902,21791.65,6.93,2024-04-25,48
46145,181314,47640.75,10.41,2024-06-08,36
46146,115223,5656.56,16.41,2020-03-09,48
46147,133235,8998.95,17.4,2023-03-11,60
46148,168813,20696.23,6.88,2022-01-13,36
46149,154513,20288.74,14.08,2023-05-29,60
46150,114641,1846.62,10.64,2021-01-12,12
46151,154455,3902.18,19.96,2024-04-12,24
46152,152727,16960.33,9.67,2021-10-21,60
46153,111391,16361.07,9.26,2021-09-27,12
46154,188512,15011.07,15.64,2021-05-23,36
46155,120709,26635.15,15.39,2021-11-09,60
46156,133832,10734.96,6.0,2023-02-07,24
46157,137656,25801.79,12.83,2020-04-22,12
46158,111655,3486.44,18.45,2021-05-05,48
46159,113111,25396.81,14.25,2020-11-30,36
46160,126269,37657.33,18.86,2024-01-17,36
46161,162275,46214.75,17.65,2023-12-17,48
46162,164532,44866.49,12.97,2020-06-15,6
46163,118778,32704.7,11.51,2024-03-26,48
46164,190198,49137.11,16.09,2023-05-27,12
46165,192704,18957.84,14.67,2021-01-17,24
46166,146418,34963.95,10.23,2023-07-28,60
46167,165539,49471.67,12.52,2023-05-17,48
46168,162660,35043.13,12.16,2024-06-13,24
46169,138708,13695.62,15.98,2021-08-28,36
46170,158865,40822.66,14.43,2023-06-01,12
46171,151129,18164.71,11.97,2022-09-02,48
46172,142434,14819.4,10.25,2021-07-15,24
46173,174858,41543.94,19.26,2023-09-14,48
46174,125977,20654.22,7.53,2020-07-15,24
46175,159319,32632.26,9.25,2021-04-26,12
46176,178759,43526.76,10.39,2024-12-23,60
46177,179702,8481.37,7.01,2022-06-26,48
46178,183670,31132.27,18.86,2021-06-13,60
46179,198305,9809.04,19.82,2022-02-06,6
46180,174872,30587.55,5.82,2024-01-23,48
46181,126214,25042.57,7.33,2020-09-06,60
46182,141108,43785.29,10.51,2023-02-06,24
46183,131667,45141.12,6.78,2024-10-11,60
46184,120631,38752.27,8.25,2021-03-25,24
46185,189652,31804.73,17.81,2023-01-08,60
46186,132421,14866.4,9.89,2020-03-15,24
46187,122419,24903.86,14.63,2022-04-25,12
46188,143313,8574.47,9.76,2024-03-17,48
46189,167579,1390.52,13.56,2023-03-08,60
46190,101702,28785.65,11.17,2021-01-08,60
46191,138715,13845.65,6.7,2021-07-13,12
46192,143889,14691.74,18.83,2021-10-05,6
46193,112762,9736.76,10.4,2021-01-06,12
46194,134155,4798.4,11.71,2024-06-21,36
46195,113382,13189.23,8.17,2023-05-24,12
46196,191775,12493.66,16.16,2020-06-11,6
46197,192192,21221.53,10.56,2024-03-07,12
46198,129852,4732.99,19.56,2022-03-04,24
46199,148843,23739.26,11.51,2024-04-06,60
46200,154978,3702.85,7.3,2021-04-26,48
46201,132130,10593.7,18.14,2021-05-31,6
46202,110188,42319.99,13.31,2024-04-18,48
46203,128268,4125.32,16.78,2024-06-19,24
46204,193342,6132.61,15.11,2022-09-13,36
46205,147898,29632.96,5.64,2021-07-30,60
46206,146618,13880.87,12.65,2023-07-07,36
46207,125826,38896.49,7.56,2024-07-11,6
46208,131995,21935.71,9.25,2024-02-24,48
46209,104462,29065.88,14.43,2021-01-05,12
46210,196008,6418.09,19.72,2023-02-19,60
46211,134804,35173.07,10.28,2021-09-30,48
46212,188325,47389.05,19.17,2020-06-16,36
46213,123173,48071.67,12.74,2021-09-02,48
46214,149689,32817.55,7.61,2024-09-22,60
46215,196271,5041.83,12.39,2024-08-24,12
46216,159496,43077.33,9.32,2024-09-10,36
46217,108982,49673.68,12.6,2024-06-19,24
46218,195434,7596.0,11.02,2022-05-30,6
46219,172399,41624.87,5.51,2024-04-11,48
46220,118332,8622.56,11.31,2021-01-30,24
46221,179525,22925.3,7.55,2020-06-04,48
46222,121488,46313.06,14.56,2023-08-24,48
46223,186063,46672.0,16.43,2023-02-24,24
46224,178483,28078.59,14.49,2023-08-24,36
46225,191547,46883.21,14.11,2020-09-11,36
46226,144209,2850.77,16.07,2020-11-16,60
46227,119232,34622.42,15.71,2020-05-05,12
46228,198009,21984.7,12.53,2021-03-30,6
46229,153685,28137.68,10.65,2022-09-05,6
46230,196521,10483.23,16.87,2024-06-25,60
46231,116545,10886.92,17.61,2021-02-15,60
46232,177640,36740.03,5.02,2023-08-09,24
46233,157847,38634.57,10.09,2021-11-13,60
46234,113347,32377.89,7.75,2021-12-29,36
46235,102634,17937.36,15.36,2021-07-22,60
46236,105101,35597.4,13.56,2022-08-08,48
46237,187686,26379.99,13.45,2023-12-19,60
46238,125970,35352.39,7.42,2023-12-31,36
46239,117893,11552.17,8.09,2020-06-02,12
46240,118703,25102.66,11.58,2020-03-17,12
46241,193362,7163.97,11.63,2022-10-25,6
46242,122489,48155.15,6.01,2022-05-15,48
46243,158098,49688.17,5.96,2021-01-09,12
46244,136767,22033.66,13.48,2022-02-26,60
46245,160186,20417.9,19.91,2021-09-12,36
46246,181912,21965.27,14.19,2024-02-16,6
46247,119733,10140.36,14.1,2023-08-26,60
46248,176942,11196.0,17.12,2021-08-23,12
46249,193703,48773.67,6.4,2023-12-05,24
46250,130659,17614.21,13.02,2024-12-14,60
46251,149543,43645.02,13.06,2022-12-19,48
46252,107951,1374.9,14.6,2024-09-24,24
46253,164417,30218.52,19.45,2023-12-08,24
46254,184693,12159.52,14.86,2022-07-24,12
46255,134006,28931.91,16.59,2024-05-23,60
46256,155864,33830.08,10.45,2023-11-19,24
46257,193060,40844.72,14.46,2021-08-12,60
46258,100740,13017.86,5.43,2023-10-02,24
46259,193995,32303.6,9.3,2023-07-03,24
46260,177860,1201.29,12.99,2021-02-15,12
46261,131099,49963.44,8.24,2024-03-22,24
46262,109727,21501.93,8.67,2023-01-09,12
46263,165904,10724.98,19.67,2023-03-04,24
46264,126533,32581.49,18.15,2020-10-08,6
46265,130408,27170.74,10.52,2020-04-03,48
46266,165305,1155.83,13.31,2020-08-09,60
46267,115038,20690.54,16.28,2020-08-06,12
46268,150799,41571.85,8.25,2024-08-24,6
46269,175759,13700.57,15.62,2024-06-23,36
46270,149061,48043.39,12.42,2020-05-05,60
46271,126254,43363.92,8.34,2020-06-24,12
46272,126722,19171.71,7.31,2022-10-14,24
46273,119208,20654.06,15.95,2021-08-03,48
46274,160640,23169.1,15.66,2020-08-17,12
46275,186090,32220.42,16.42,2024-09-10,6
46276,155061,17061.34,12.71,2021-12-01,6
46277,120165,1051.89,15.44,2022-09-17,24
46278,193476,22393.05,7.65,2024-09-27,60
46279,119512,25243.93,8.19,2021-10-06,6
46280,175000,35757.55,12.79,2022-11-05,12
46281,101979,1889.68,6.91,2021-12-11,6
46282,193809,31966.82,17.35,2022-12-15,60
46283,106612,4734.66,17.08,2023-07-03,60
46284,126763,26743.16,11.43,2021-07-14,24
46285,106022,10854.06,19.02,2024-06-14,36
46286,159750,44092.74,16.69,2023-06-06,6
46287,175304,21922.84,12.49,2024-02-20,24
46288,128055,7103.25,18.5,2023-02-24,48
46289,160889,2349.83,14.6,2022-04-28,36
46290,173368,42748.85,8.06,2024-11-28,24
46291,117639,46942.59,18.1,2022-03-07,12
46292,161032,36587.93,6.72,2023-06-07,36
46293,100299,33540.14,16.67,2022-04-15,6
46294,184962,13180.81,16.89,2024-05-08,6
46295,196190,36544.16,10.87,2024-10-21,6
46296,183200,8521.63,9.74,2024-06-06,36
46297,113028,40951.25,8.02,2020-03-26,48
46298,125437,22418.43,11.59,2024-05-23,6
46299,104589,43859.96,17.06,2020-04-14,12
46300,173669,17809.59,11.35,2024-02-28,48
46301,162645,1556.23,18.01,2020-01-16,60
46302,159917,40789.71,19.05,2023-10-20,48
46303,180995,44193.31,8.86,2020-08-07,12
46304,119168,1924.98,19.87,2022-11-07,6
46305,163845,13570.97,11.23,2023-01-20,36
46306,172934,16557.28,7.5,2021-01-16,12
46307,123092,30309.92,11.68,2020-02-06,6
46308,112377,12569.7,5.65,2024-09-20,36
46309,174839,46376.14,7.67,2024-02-12,60
46310,191168,48202.25,15.9,2022-06-16,60
46311,146635,29683.1,7.7,2023-08-29,60
46312,155402,49299.89,19.7,2024-08-28,36
46313,189889,9362.68,8.73,2022-07-17,60
46314,180801,6651.57,18.02,2022-06-04,24
46315,182433,20881.92,8.01,2022-10-15,6
46316,108312,39988.63,15.54,2020-03-20,24
46317,184767,29872.11,16.51,2022-09-23,60
46318,162263,31866.61,13.89,2024-11-01,12
46319,133885,47979.84,18.4,2022-12-03,12
46320,157848,30302.54,9.94,2020-04-17,60
46321,163494,22247.27,8.22,2021-06-10,6
46322,143951,39456.27,8.69,2021-01-25,24
46323,140629,38480.32,11.85,2022-04-06,12
46324,135006,47402.13,11.72,2022-04-01,24
46325,179567,31097.1,18.69,2020-10-05,60
46326,167969,1725.83,9.48,2021-01-01,60
46327,125378,17356.61,19.11,2024-11-22,36
46328,123393,21651.56,18.0,2020-07-11,36
46329,107166,36562.56,17.67,2021-10-25,12
46330,167007,30142.09,18.05,2020-11-20,6
46331,174554,32134.54,17.94,2020-02-21,24
46332,129616,13983.57,6.8,2020-06-26,36
46333,130771,41635.02,6.37,2024-12-03,6
46334,117812,16681.56,9.61,2024-01-11,36
46335,154026,36075.2,19.83,2022-09-01,60
46336,115029,13849.65,5.56,2022-12-25,24
46337,169842,31999.5,15.34,2021-01-05,48
46338,113177,25907.51,12.22,2023-07-31,48
46339,169317,7319.85,12.3,2024-10-25,36
46340,126601,15907.23,8.89,2021-03-01,48
46341,118701,27525.78,18.19,2022-06-20,48
46342,106688,22514.29,8.88,2021-05-24,48
46343,117390,20787.13,18.0,2022-11-24,36
46344,199941,36461.41,15.82,2021-04-02,12
46345,190956,36111.51,14.85,2022-09-20,24
46346,137879,49659.16,17.86,2024-08-15,6
46347,189369,6998.26,5.63,2024-06-25,48
46348,178221,13166.89,7.14,2024-03-16,12
46349,132492,15132.73,16.42,2021-12-12,24
46350,119671,16146.76,12.72,2024-06-24,48
46351,149790,17230.16,17.4,2021-03-31,48
46352,174220,28757.19,7.75,2020-02-29,36
46353,127574,3327.77,15.12,2020-06-25,36
46354,171261,23818.62,11.79,2022-08-13,24
46355,111849,35710.87,5.53,2021-03-24,48
46356,151327,36531.86,10.02,2024-04-01,24
46357,196329,28086.37,16.31,2024-08-21,24
46358,131171,46129.71,16.47,2021-05-29,6
46359,199789,10374.87,10.36,2022-06-30,12
46360,132651,49310.98,14.7,2023-02-26,24
46361,106581,9236.5,9.14,2022-07-15,48
46362,164767,17837.25,12.18,2023-05-01,24
46363,153695,3530.41,17.28,2024-08-10,36
46364,105221,48142.38,6.81,2024-10-01,12
46365,152900,29468.11,5.62,2023-12-13,36
46366,191081,34084.64,14.84,2024-12-17,36
46367,181663,48053.76,17.01,2022-11-13,12
46368,105032,38058.38,19.69,2022-01-30,6
46369,139194,48983.03,19.64,2023-11-02,36
46370,136777,27154.23,7.38,2020-03-23,12
46371,180631,36303.6,6.41,2022-04-07,36
46372,121707,8684.71,18.66,2020-08-17,24
46373,187363,3068.57,15.39,2023-08-07,60
46374,130620,22806.59,10.49,2021-04-29,12
46375,171843,5407.1,18.97,2021-03-05,36
46376,135896,25581.47,19.2,2024-07-13,60
46377,137069,18308.72,14.51,2020-01-14,24
46378,171563,10099.5,10.39,2024-01-02,60
46379,159539,49259.7,8.13,2020-04-13,36
46380,182866,47065.22,13.99,2022-06-06,24
46381,159337,14659.06,16.6,2024-10-10,48
46382,168976,21963.16,18.0,2020-05-21,12
46383,101545,33756.82,10.2,2024-02-19,6
46384,145612,26836.27,19.39,2021-01-23,36
46385,152659,45694.07,5.29,2023-11-04,12
46386,131480,49393.16,17.51,2021-12-14,12
46387,132797,4051.03,18.77,2023-01-25,12
46388,196480,23024.12,10.48,2022-01-31,24
46389,128336,19494.28,14.09,2022-01-13,6
46390,180300,3568.65,11.72,2020-10-22,12
46391,157872,45670.61,8.27,2024-12-17,48
46392,187067,8645.67,15.64,2020-08-29,36
46393,165661,2821.79,19.51,2021-06-13,6
46394,137676,5702.31,6.07,2024-07-16,36
46395,128432,22450.6,14.32,2023-01-05,48
46396,106642,21125.22,11.23,2024-10-14,48
46397,152410,45342.95,13.97,2023-12-26,12
46398,141613,1947.69,15.5,2023-06-06,48
46399,197651,46307.68,16.77,2024-02-20,48
46400,190061,20816.67,11.23,2023-09-16,6
46401,146416,11768.62,6.55,2024-02-27,12
46402,151413,48891.24,19.59,2020-03-16,36
46403,140721,45795.41,7.37,2023-02-18,36
46404,124866,31828.65,8.02,2020-08-11,36
46405,176719,5399.95,6.13,2023-07-04,48
46406,160985,38825.84,14.58,2021-11-16,24
46407,196626,4786.51,13.21,2020-01-24,60
46408,176305,13748.53,7.46,2023-12-08,48
46409,110931,30618.21,19.89,2021-01-21,48
46410,118077,2713.94,9.17,2024-08-09,6
46411,153796,15578.98,6.94,2023-03-12,12
46412,125895,18550.98,6.0,2022-10-26,6
46413,168357,3519.93,10.2,2021-12-15,60
46414,152814,28720.16,17.61,2022-02-03,24
46415,197272,34090.67,15.85,2023-09-30,60
46416,180290,5626.13,5.05,2023-08-10,12
46417,148793,19394.21,10.87,2023-06-10,12
46418,163848,16628.63,10.66,2022-12-25,60
46419,181754,25071.78,14.99,2021-01-16,6
46420,144189,46705.19,7.37,2022-12-26,48
46421,154346,24962.86,17.05,2024-01-25,12
46422,101395,1133.9,11.33,2021-02-27,36
46423,152119,2772.95,11.76,2024-10-27,36
46424,103961,17719.44,14.27,2024-08-08,6
46425,135382,6126.77,17.46,2024-02-06,48
46426,188790,15597.89,5.1,2021-05-02,60
46427,117928,32371.38,17.74,2023-04-30,36
46428,112093,13667.37,11.8,2023-08-28,24
46429,180238,6623.79,9.59,2022-09-15,24
46430,145457,35363.0,14.74,2023-05-19,48
46431,191892,45943.84,14.8,2021-07-28,6
46432,107986,45617.09,13.53,2022-08-01,60
46433,126726,32986.58,14.7,2022-05-08,12
46434,178196,10068.01,15.47,2022-08-28,60
46435,153585,43786.87,15.54,2022-02-20,24
46436,172570,38326.36,14.53,2022-01-03,36
46437,158400,42106.01,5.72,2023-11-22,12
46438,164619,8282.45,15.01,2020-03-08,6
46439,113580,24721.91,6.33,2021-12-03,6
46440,183016,27118.04,18.69,2023-06-09,36
46441,159225,38979.17,13.68,2020-05-14,48
46442,101204,16955.97,14.07,2023-09-29,36
46443,124331,17982.59,7.71,2020-02-14,24
46444,103583,44407.84,14.99,2021-04-26,60
46445,181792,37277.41,13.38,2023-01-10,36
46446,144099,32317.38,11.18,2022-02-14,12
46447,107539,6924.6,17.48,2021-11-24,12
46448,144379,4376.54,7.05,2023-01-23,36
46449,156292,32635.35,17.76,2020-05-05,36
46450,187846,26130.06,6.94,2023-09-17,6
46451,108223,49242.81,12.98,2023-10-07,12
46452,175696,42755.3,13.15,2020-08-23,24
46453,184894,28934.18,9.86,2020-10-28,6
46454,131339,6844.93,12.8,2023-06-22,36
46455,164590,5814.21,11.34,2023-03-01,24
46456,111522,23623.68,9.04,2023-01-07,6
46457,193037,8317.74,10.88,2024-06-03,24
46458,128014,34574.18,7.41,2023-08-24,48
46459,144082,3310.44,15.02,2023-03-21,60
46460,173834,49698.01,7.89,2022-01-10,36
46461,152945,47346.49,16.78,2023-10-24,24
46462,165737,30599.72,7.34,2022-08-15,48
46463,173492,10703.61,12.77,2024-07-13,48
46464,107385,14831.7,16.18,2021-02-06,36
46465,164552,15427.03,12.04,2023-06-03,12
46466,171543,10129.61,6.61,2021-04-29,12
46467,134562,6388.28,11.92,2021-08-03,12
46468,166944,33490.35,6.41,2020-05-23,48
46469,100916,37644.41,7.44,2020-03-15,36
46470,165226,12974.31,15.45,2020-07-31,60
46471,153583,38165.21,17.92,2020-02-27,12
46472,173314,9083.41,6.71,2022-08-06,48
46473,171882,12415.57,13.73,2020-03-31,24
46474,135934,39433.09,6.05,2021-07-22,48
46475,116448,48907.45,8.88,2023-11-17,60
46476,153471,39115.43,19.51,2021-01-16,36
46477,136418,10672.66,18.04,2021-07-25,6
46478,114715,15599.65,5.76,2022-11-10,24
46479,134783,32344.35,16.81,2020-12-31,6
46480,125897,47781.66,7.17,2021-09-23,12
46481,122698,49738.46,11.67,2024-08-09,12
46482,141572,29792.6,16.17,2022-06-13,12
46483,108843,22385.04,12.76,2022-05-22,36
46484,131551,12848.39,15.54,2021-02-09,60
46485,199691,4733.51,6.88,2020-09-30,24
46486,127442,16051.62,14.36,2024-09-29,12
46487,126696,28433.38,11.89,2022-01-19,24
46488,187099,32303.59,8.71,2024-04-26,6
46489,188518,17211.25,18.44,2021-03-04,12
46490,188399,48017.7,9.05,2021-07-25,6
46491,104763,5622.96,7.71,2024-08-05,24
46492,127771,35764.99,13.76,2020-08-04,60
46493,197734,19472.12,9.59,2021-03-12,60
46494,186029,39197.09,12.69,2023-04-14,12
46495,105535,41902.14,7.91,2023-12-11,12
46496,132519,36531.77,17.4,2022-10-10,36
46497,112020,28974.22,17.19,2020-05-03,60
46498,129745,4793.69,7.13,2023-03-09,12
46499,130906,7896.58,9.4,2021-03-05,24
46500,135896,30249.63,5.93,2020-04-21,24
46501,186786,48256.37,16.72,2022-06-18,48
46502,111297,26948.98,15.65,2020-03-26,60
46503,149689,45114.59,9.8,2022-11-03,24
46504,157081,46359.21,6.86,2021-01-29,12
46505,154183,6886.38,18.46,2022-03-11,6
46506,159762,23354.39,15.46,2024-12-11,24
46507,163573,37887.87,18.19,2023-04-05,60
46508,126783,21020.11,11.92,2024-07-22,36
46509,181793,15381.64,18.83,2023-08-23,6
46510,146791,45789.72,17.01,2021-05-28,48
46511,130086,30263.31,14.32,2022-06-01,48
46512,189599,31779.33,16.81,2020-06-25,36
46513,195520,35242.32,15.32,2022-03-12,36
